Cluster,Agency,Year,PT/FT,Gender,Headcount
Justice,Justice Agency 6,2016,Full-Time,Male, 281 
Justice,Justice Agency 7,2016,Full-Time,Male, 106 
Justice,Justice Agency 8,2016,Full-Time,Male, 63 
Justice,Justice Agency 9,2016,Full-Time,Male," 14,629 "
Planning & Environment,Planning & Environment Agency 1,2016,Full-Time,Male, 71 
Planning & Environment,Planning & Environment Agency 2,2016,Full-Time,Male, 305 
Planning & Environment,Planning & Environment Agency 3,2016,Full-Time,Male, 268 
Planning & Environment,Planning & Environment Agency 4,2016,Full-Time,Male, 140 
Planning & Environment,Planning & Environment Agency 5,2016,Full-Time,Male," 2,263 "
Planning & Environment,Planning & Environment Agency 6,2016,Full-Time,Male, 71 
Planning & Environment,Planning & Environment Agency 7,2016,Full-Time,Male, 219 
Planning & Environment,Planning & Environment Agency 8,2016,Full-Time,Male," 1,957 "
Premier & Cabinet,Premier & Cabinet Agency 1,2016,Full-Time,Male, 24 
Premier & Cabinet,Premier & Cabinet Agency 10,2016,Full-Time,Male, 16 
Premier & Cabinet,Premier & Cabinet Agency 11,2016,Full-Time,Male, 38 
Premier & Cabinet,Premier & Cabinet Agency 2,2016,Full-Time,Male, 218 
Premier & Cabinet,Premier & Cabinet Agency 3,2016,Full-Time,Male, 27 
Premier & Cabinet,Premier & Cabinet Agency 4,2016,Full-Time,Male, 74 
Premier & Cabinet,Premier & Cabinet Agency 5,2016,Full-Time,Male, 25 
Premier & Cabinet,Premier & Cabinet Agency 6,2016,Full-Time,Male, 9 
Premier & Cabinet,Premier & Cabinet Agency 7,2016,Full-Time,Male, 40 
Premier & Cabinet,Premier & Cabinet Agency 8,2016,Full-Time,Male, 363 
Premier & Cabinet,Premier & Cabinet Agency 9,2016,Full-Time,Male, 59 
Transport,Transport Agency 1,2016,Full-Time,Male," 1,703 "
Transport,Transport Agency 2,2016,Full-Time,Male, 290 
Transport,Transport Agency 3,2016,Full-Time,Male," 4,228 "
Transport,Transport Agency 4,2016,Full-Time,Male," 4,451 "
Transport,Transport Agency 5,2016,Full-Time,Male," 8,827 "
Transport,Transport Agency 6,2016,Full-Time,Male," 1,972 "
Treasury,Treasury Agency 1,2016,Full-Time,Male, 175 
Treasury,Treasury Agency 2,2016,Full-Time,Male, 263 
Treasury,Treasury Agency 3,2016,Full-Time,Male, 256 
Education,Education Agency 1,2016,Part-Time,Female, 38 
Education,Education Agency 2,2016,Part-Time,Female, 665 
Education,Education Agency 3,2016,Part-Time,Female," 19,727 "
Education,Education Agency 4,2016,Part-Time,Female," 18,508 "
Family & Community Services,Family & Community Services Agency 1,2016,Part-Time,Female," 2,836 "
Family & Community Services,Family & Community Services Agency 2,2016,Part-Time,Female, 6 
Family & Community Services,Family & Community Services Agency 3,2016,Part-Time,Female, 24 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2016,Part-Time,Female, 568 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2016,Part-Time,Female, 510 
Health,Health Agency 1,2016,Part-Time,Female, 21 
Health,Health Agency 10,2016,Part-Time,Female, 10 
Health,Health Agency 11,2016,Part-Time,Female, 20 
Health,Health Agency 12,2016,Part-Time,Female, 6 
Health,Health Agency 13,2016,Part-Time,Female," 1,230 "
Health,Health Agency 14,2016,Part-Time,Female, 6 
Health,Health Agency 15,2016,Part-Time,Female, 18 
Health,Health Agency 16,2016,Part-Time,Female," 1,766 "
Health,Health Agency 17,2016,Part-Time,Female," 5,564 "
Health,Health Agency 18,2016,Part-Time,Female," 2,219 "
Health,Health Agency 19,2016,Part-Time,Female, 330 
Health,Health Agency 2,2016,Part-Time,Female, 399 
Health,Health Agency 20,2016,Part-Time,Female, 6 
Health,Health Agency 21,2016,Part-Time,Female," 1,436 "
Health,Health Agency 22,2016,Part-Time,Female, 36 
Health,Health Agency 23,2016,Part-Time,Female," 1,424 "
Health,Health Agency 24,2016,Part-Time,Female," 1,341 "
Health,Health Agency 25,2016,Part-Time,Female," 2,192 "
Health,Health Agency 26,2016,Part-Time,Female," 3,023 "
Health,Health Agency 27,2016,Part-Time,Female," 2,995 "
Health,Health Agency 28,2016,Part-Time,Female," 2,584 "
Health,Health Agency 29,2016,Part-Time,Female," 1,136 "
Health,Health Agency 3,2016,Part-Time,Female, 168 
Health,Health Agency 30,2016,Part-Time,Female," 1,612 "
Health,Health Agency 31,2016,Part-Time,Female," 1,996 "
Health,Health Agency 32,2016,Part-Time,Female," 1,705 "
Health,Health Agency 33,2016,Part-Time,Female," 2,383 "
Health,Health Agency 4,2016,Part-Time,Female, 6 
Health,Health Agency 5,2016,Part-Time,Female, 41 
Health,Health Agency 6,2016,Part-Time,Female," 2,136 "
Health,Health Agency 7,2016,Part-Time,Female, 9 
Health,Health Agency 8,2016,Part-Time,Female, 13 
Health,Health Agency 9,2016,Part-Time,Female, 161 
Industry,Industry Agency 1,2016,Part-Time,Female, 457 
Industry,Industry Agency 2,2016,Part-Time,Female, 5 
Industry,Industry Agency 3,2016,Part-Time,Female, 58 
Industry,Industry Agency 4,2016,Part-Time,Female, 9 
Industry,Industry Agency 5,2016,Part-Time,Female, 148 
Industry,Industry Agency 6,2016,Part-Time,Female, 15 
Industry,Industry Agency 7,2016,Part-Time,Female, 801 
Industry,Industry Agency 8,2016,Part-Time,Female, 28 
Justice,Justice Agency 1,2016,Part-Time,Female, 32 
Justice,Justice Agency 10,2016,Part-Time,Female, 96 
Justice,Justice Agency 11,2016,Part-Time,Female, 49 
Justice,Justice Agency 12,2016,Part-Time,Female, 28 
Justice,Justice Agency 13,2016,Part-Time,Female, 13 
Justice,Justice Agency 14,2016,Part-Time,Female, 29 
Justice,Justice Agency 2,2016,Part-Time,Female, 5 
Justice,Justice Agency 3,2016,Part-Time,Female, 405 
Justice,Justice Agency 4,2016,Part-Time,Female, 9 
Justice,Justice Agency 5,2016,Part-Time,Female, 5 
Justice,Justice Agency 6,2016,Part-Time,Female, 238 
Justice,Justice Agency 7,2016,Part-Time,Female, 54 
Justice,Justice Agency 8,2016,Part-Time,Female, 30 
Justice,Justice Agency 9,2016,Part-Time,Female," 1,818 "
Planning & Environment,Planning & Environment Agency 1,2016,Part-Time,Female, 58 
Planning & Environment,Planning & Environment Agency 2,2016,Part-Time,Female, 94 
Planning & Environment,Planning & Environment Agency 3,2016,Part-Time,Female, 103 
Planning & Environment,Planning & Environment Agency 4,2016,Part-Time,Female, 14 
Planning & Environment,Planning & Environment Agency 5,2016,Part-Time,Female, 567 
Planning & Environment,Planning & Environment Agency 6,2016,Part-Time,Female, 17 
Planning & Environment,Planning & Environment Agency 7,2016,Part-Time,Female, 88 
Planning & Environment,Planning & Environment Agency 8,2016,Part-Time,Female, 140 
Premier & Cabinet,Premier & Cabinet Agency 1,2016,Part-Time,Female, 6 
Premier & Cabinet,Premier & Cabinet Agency 10,2016,Part-Time,Female, 10 
Premier & Cabinet,Premier & Cabinet Agency 11,2016,Part-Time,Female, 18 
Premier & Cabinet,Premier & Cabinet Agency 2,2016,Part-Time,Female, 70 
Premier & Cabinet,Premier & Cabinet Agency 3,2016,Part-Time,Female, 13 
Premier & Cabinet,Premier & Cabinet Agency 4,2016,Part-Time,Female, 27 
Premier & Cabinet,Premier & Cabinet Agency 5,2016,Part-Time,Female, 10 
Premier & Cabinet,Premier & Cabinet Agency 6,2016,Part-Time,Female, 6 
Premier & Cabinet,Premier & Cabinet Agency 7,2016,Part-Time,Female, 7 
Premier & Cabinet,Premier & Cabinet Agency 8,2016,Part-Time,Female, 76 
Premier & Cabinet,Premier & Cabinet Agency 9,2016,Part-Time,Female, 37 
Transport,Transport Agency 1,2016,Part-Time,Female, 116 
Transport,Transport Agency 2,2016,Part-Time,Female, 26 
Transport,Transport Agency 3,2016,Part-Time,Female, 833 
Transport,Transport Agency 4,2016,Part-Time,Female, 70 
Transport,Transport Agency 5,2016,Part-Time,Female, 201 
Transport,Transport Agency 6,2016,Part-Time,Female, 190 
Treasury,Treasury Agency 1,2016,Part-Time,Female, 49 
Treasury,Treasury Agency 2,2016,Part-Time,Female, 169 
Treasury,Treasury Agency 3,2016,Part-Time,Female, 43 
Education,Education Agency 1,2016,Part-Time,Male, 7 
Education,Education Agency 2,2016,Part-Time,Male," 1,724 "
Education,Education Agency 3,2016,Part-Time,Male," 1,377 "
Education,Education Agency 4,2016,Part-Time,Male," 2,474 "
Family & Community Services,Family & Community Services Agency 1,2016,Part-Time,Male, 717 
Family & Community Services,Family & Community Services Agency 2,2016,Part-Time,Male, 6 
Family & Community Services,Family & Community Services Agency 3,2016,Part-Time,Male, 5 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2016,Part-Time,Male, 96 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2016,Part-Time,Male, 110 
Health,Health Agency 1,2016,Part-Time,Male, 7 
Health,Health Agency 10,2016,Part-Time,Male, 5 
Health,Health Agency 11,2016,Part-Time,Male, 11 
Health,Health Agency 12,2016,Part-Time,Male, 5 
Health,Health Agency 13,2016,Part-Time,Male, 197 
Health,Health Agency 14,2016,Part-Time,Male, 5 
Health,Health Agency 15,2016,Part-Time,Male, 6 
Health,Health Agency 16,2016,Part-Time,Male, 394 
Health,Health Agency 17,2016,Part-Time,Male, 571 
Health,Health Agency 18,2016,Part-Time,Male, 262 
Health,Health Agency 19,2016,Part-Time,Male, 83 
Health,Health Agency 2,2016,Part-Time,Male, 44 
Health,Health Agency 20,2016,Part-Time,Male, 6 
Health,Health Agency 21,2016,Part-Time,Male, 249 
Health,Health Agency 22,2016,Part-Time,Male, 6 
Health,Health Agency 23,2016,Part-Time,Male, 85 
Health,Health Agency 24,2016,Part-Time,Male, 200 
Health,Health Agency 25,2016,Part-Time,Male, 400 
Health,Health Agency 26,2016,Part-Time,Male, 569 
Health,Health Agency 27,2016,Part-Time,Male, 536 
Health,Health Agency 28,2016,Part-Time,Male, 443 
Health,Health Agency 29,2016,Part-Time,Male, 125 
Health,Health Agency 3,2016,Part-Time,Male, 104 
Health,Health Agency 30,2016,Part-Time,Male, 237 
Health,Health Agency 31,2016,Part-Time,Male, 421 
Health,Health Agency 32,2016,Part-Time,Male, 149 
Health,Health Agency 33,2016,Part-Time,Male, 415 
Health,Health Agency 4,2016,Part-Time,Male, 6 
Health,Health Agency 5,2016,Part-Time,Male, 6 
Health,Health Agency 6,2016,Part-Time,Male, 282 
Health,Health Agency 7,2016,Part-Time,Male, 6 
Health,Health Agency 8,2016,Part-Time,Male, 6 
Health,Health Agency 9,2016,Part-Time,Male, 13 
Industry,Industry Agency 1,2016,Part-Time,Male, 58 
Industry,Industry Agency 2,2016,Part-Time,Male, 5 
Industry,Industry Agency 3,2016,Part-Time,Male, 6 
Industry,Industry Agency 4,2016,Part-Time,Male, 6 
Industry,Industry Agency 5,2016,Part-Time,Male, 30 
Industry,Industry Agency 6,2016,Part-Time,Male, 11 
Industry,Industry Agency 7,2016,Part-Time,Male, 209 
Industry,Industry Agency 8,2016,Part-Time,Male, 6 
Justice,Justice Agency 1,2016,Part-Time,Male, 13 
Justice,Justice Agency 10,2016,Part-Time,Male, 7 
Justice,Justice Agency 11,2016,Part-Time,Male, 6 
Justice,Justice Agency 12,2016,Part-Time,Male, 6 
Justice,Justice Agency 13,2016,Part-Time,Male, 7 
Justice,Justice Agency 14,2016,Part-Time,Male, 6 
Justice,Justice Agency 2,2016,Part-Time,Male, 5 
Justice,Justice Agency 3,2016,Part-Time,Male, 85 
Justice,Justice Agency 4,2016,Part-Time,Male, 17 
Justice,Justice Agency 5,2016,Part-Time,Male, 5 
Justice,Justice Agency 6,2016,Part-Time,Male, 26 
Justice,Justice Agency 7,2016,Part-Time,Male, 8 
Justice,Justice Agency 8,2016,Part-Time,Male, 6 
Justice,Justice Agency 9,2016,Part-Time,Male, 119 
Planning & Environment,Planning & Environment Agency 1,2016,Part-Time,Male, 19 
Planning & Environment,Planning & Environment Agency 2,2016,Part-Time,Male, 15 
Planning & Environment,Planning & Environment Agency 3,2016,Part-Time,Male, 18 
Planning & Environment,Planning & Environment Agency 4,2016,Part-Time,Male, 6 
Planning & Environment,Planning & Environment Agency 5,2016,Part-Time,Male, 123 
Planning & Environment,Planning & Environment Agency 6,2016,Part-Time,Male, 9 
Planning & Environment,Planning & Environment Agency 7,2016,Part-Time,Male, 73 
Planning & Environment,Planning & Environment Agency 8,2016,Part-Time,Male, 21 
Premier & Cabinet,Premier & Cabinet Agency 1,2016,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 10,2016,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 11,2016,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 2,2016,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 3,2016,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 4,2016,Part-Time,Male, 7 
Premier & Cabinet,Premier & Cabinet Agency 5,2016,Part-Time,Male, 10 
Premier & Cabinet,Premier & Cabinet Agency 6,2016,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 7,2016,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 8,2016,Part-Time,Male, 14 
Premier & Cabinet,Premier & Cabinet Agency 9,2016,Part-Time,Male, 10 
Transport,Transport Agency 1,2016,Part-Time,Male, 57 
Transport,Transport Agency 2,2016,Part-Time,Male, 6 
Transport,Transport Agency 3,2016,Part-Time,Male, 528 
Transport,Transport Agency 4,2016,Part-Time,Male, 459 
Transport,Transport Agency 5,2016,Part-Time,Male, 207 
Transport,Transport Agency 6,2016,Part-Time,Male, 18 
Treasury,Treasury Agency 1,2016,Part-Time,Male, 6 
Treasury,Treasury Agency 2,2016,Part-Time,Male, 10 
Treasury,Treasury Agency 3,2016,Part-Time,Male, 6 
Education,Education Agency 1,2017,Full-Time,Female, 246 
Education,Education Agency 2,2017,Full-Time,Female," 2,225 "
Education,Education Agency 3,2017,Full-Time,Female, 33 
Education,Education Agency 4,2017,Full-Time,Female," 40,742 "
Family & Community Services,Family & Community Services Agency 1,2017,Full-Time,Female," 8,642 "
Family & Community Services,Family & Community Services Agency 2,2017,Full-Time,Female, 43 
Family & Community Services,Family & Community Services Agency 3,2017,Full-Time,Female, 85 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2017,Full-Time,Female," 2,715 "
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2017,Full-Time,Female," 1,054 "
Health,Health Agency 1,2017,Full-Time,Female, 92 
Health,Health Agency 10,2017,Full-Time,Female, 65 
Health,Health Agency 11,2017,Full-Time,Female, 106 
Health,Health Agency 12,2017,Full-Time,Female, 26 
Health,Health Agency 13,2017,Full-Time,Female," 2,364 "
Health,Health Agency 14,2017,Full-Time,Female, 96 
Health,Health Agency 15,2017,Full-Time,Female, 95 
Health,Health Agency 16,2017,Full-Time,Female," 2,929 "
Health,Health Agency 17,2017,Full-Time,Female," 6,090 "
Health,Health Agency 18,2017,Full-Time,Female," 2,920 "
Health,Health Agency 19,2017,Full-Time,Female, 724 
Health,Health Agency 2,2017,Full-Time,Female, 293 
Health,Health Agency 20,2017,Full-Time,Female, 20 
Health,Health Agency 21,2017,Full-Time,Female," 1,557 "
Health,Health Agency 22,2017,Full-Time,Female, 580 
Health,Health Agency 23,2017,Full-Time,Female," 1,581 "
Health,Health Agency 24,2017,Full-Time,Female," 2,680 "
Health,Health Agency 25,2017,Full-Time,Female," 1,557 "
Health,Health Agency 26,2017,Full-Time,Female," 5,227 "
Health,Health Agency 27,2017,Full-Time,Female," 6,244 "
Health,Health Agency 28,2017,Full-Time,Female," 6,500 "
Health,Health Agency 29,2017,Full-Time,Female, 939 
Health,Health Agency 3,2017,Full-Time,Female," 1,833 "
Health,Health Agency 30,2017,Full-Time,Female," 2,999 "
Health,Health Agency 31,2017,Full-Time,Female," 5,455 "
Health,Health Agency 32,2017,Full-Time,Female," 2,848 "
Health,Health Agency 33,2017,Full-Time,Female," 6,930 "
Health,Health Agency 4,2017,Full-Time,Female, 29 
Health,Health Agency 5,2017,Full-Time,Female, 161 
Health,Health Agency 6,2017,Full-Time,Female," 2,723 "
Health,Health Agency 7,2017,Full-Time,Female, 72 
Health,Health Agency 8,2017,Full-Time,Female, 252 
Health,Health Agency 9,2017,Full-Time,Female, 428 
Industry,Industry Agency 1,2017,Full-Time,Female," 1,812 "
Industry,Industry Agency 2,2017,Full-Time,Female, 121 
Industry,Industry Agency 3,2017,Full-Time,Female, 88 
Industry,Industry Agency 4,2017,Full-Time,Female, 21 
Industry,Industry Agency 5,2017,Full-Time,Female, 301 
Industry,Industry Agency 6,2017,Full-Time,Female, 31 
Industry,Industry Agency 7,2017,Full-Time,Female," 4,655 "
Industry,Industry Agency 8,2017,Full-Time,Female, 187 
Justice,Justice Agency 1,2017,Full-Time,Female, 91 
Justice,Justice Agency 10,2017,Full-Time,Female, 468 
Justice,Justice Agency 11,2017,Full-Time,Female, 286 
Justice,Justice Agency 12,2017,Full-Time,Female, 183 
Justice,Justice Agency 13,2017,Full-Time,Female, 15 
Justice,Justice Agency 14,2017,Full-Time,Female, 118 
Justice,Justice Agency 2,2017,Full-Time,Female, 212 
Justice,Justice Agency 3,2017,Full-Time,Female," 5,923 "
Justice,Justice Agency 4,2017,Full-Time,Female, 512 
Justice,Justice Agency 5,2017,Full-Time,Female, 13 
Justice,Justice Agency 6,2017,Full-Time,Female, 722 
Justice,Justice Agency 7,2017,Full-Time,Female, 168 
Justice,Justice Agency 8,2017,Full-Time,Female, 63 
Justice,Justice Agency 9,2017,Full-Time,Female," 6,026 "
Planning & Environment,Planning & Environment Agency 1,2017,Full-Time,Female, 90 
Planning & Environment,Planning & Environment Agency 2,2017,Full-Time,Female, 574 
Planning & Environment,Planning & Environment Agency 3,2017,Full-Time,Female, 260 
Planning & Environment,Planning & Environment Agency 4,2017,Full-Time,Female, 126 
Planning & Environment,Planning & Environment Agency 5,2017,Full-Time,Female," 1,479 "
Planning & Environment,Planning & Environment Agency 6,2017,Full-Time,Female, 49 
Planning & Environment,Planning & Environment Agency 7,2017,Full-Time,Female, 198 
Planning & Environment,Planning & Environment Agency 8,2017,Full-Time,Female, 777 
Premier & Cabinet,Premier & Cabinet Agency 1,2017,Full-Time,Female, 29 
Premier & Cabinet,Premier & Cabinet Agency 10,2017,Full-Time,Female, 28 
Premier & Cabinet,Premier & Cabinet Agency 11,2017,Full-Time,Female, 84 
Premier & Cabinet,Premier & Cabinet Agency 2,2017,Full-Time,Female, 366 
Premier & Cabinet,Premier & Cabinet Agency 3,2017,Full-Time,Female, 108 
Premier & Cabinet,Premier & Cabinet Agency 4,2017,Full-Time,Female, 54 
Premier & Cabinet,Premier & Cabinet Agency 5,2017,Full-Time,Female, 35 
Premier & Cabinet,Premier & Cabinet Agency 6,2017,Full-Time,Female, 7 
Premier & Cabinet,Premier & Cabinet Agency 7,2017,Full-Time,Female, 51 
Premier & Cabinet,Premier & Cabinet Agency 8,2017,Full-Time,Female, 341 
Premier & Cabinet,Premier & Cabinet Agency 9,2017,Full-Time,Female, 118 
Transport,Transport Agency 1,2017,Full-Time,Female, 464 
Transport,Transport Agency 2,2017,Full-Time,Female, 58 
Transport,Transport Agency 3,2017,Full-Time,Female," 1,262 "
Transport,Transport Agency 4,2017,Full-Time,Female, 307 
Transport,Transport Agency 5,2017,Full-Time,Female," 1,743 "
Transport,Transport Agency 6,2017,Full-Time,Female," 1,873 "
Treasury,Treasury Agency 1,2017,Full-Time,Female, 412 
Treasury,Treasury Agency 2,2017,Full-Time,Female, 15 
Treasury,Treasury Agency 3,2017,Full-Time,Female, 284 
Education,Education Agency 1,2017,Full-Time,Male, 109 
Education,Education Agency 2,2017,Full-Time,Male," 2,154 "
Education,Education Agency 3,2017,Full-Time,Male, 24 
Education,Education Agency 4,2017,Full-Time,Male," 14,813 "
Family & Community Services,Family & Community Services Agency 1,2017,Full-Time,Male," 3,209 "
Family & Community Services,Family & Community Services Agency 2,2017,Full-Time,Male, 17 
Family & Community Services,Family & Community Services Agency 3,2017,Full-Time,Male, 32 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2017,Full-Time,Male," 2,345 "
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2017,Full-Time,Male, 558 
Health,Health Agency 1,2017,Full-Time,Male, 36 
Health,Health Agency 10,2017,Full-Time,Male, 24 
Health,Health Agency 11,2017,Full-Time,Male, 36 
Health,Health Agency 12,2017,Full-Time,Male, 28 
Health,Health Agency 13,2017,Full-Time,Male," 1,219 "
Health,Health Agency 14,2017,Full-Time,Male, 22 
Health,Health Agency 15,2017,Full-Time,Male, 69 
Health,Health Agency 16,2017,Full-Time,Male," 1,720 "
Health,Health Agency 17,2017,Full-Time,Male," 2,195 "
Health,Health Agency 18,2017,Full-Time,Male," 1,193 "
Health,Health Agency 19,2017,Full-Time,Male, 343 
Health,Health Agency 2,2017,Full-Time,Male, 97 
Health,Health Agency 20,2017,Full-Time,Male, 6 
Health,Health Agency 21,2017,Full-Time,Male, 657 
Health,Health Agency 22,2017,Full-Time,Male, 241 
Health,Health Agency 23,2017,Full-Time,Male, 497 
Health,Health Agency 24,2017,Full-Time,Male," 1,073 "
Health,Health Agency 25,2017,Full-Time,Male, 813 
Health,Health Agency 26,2017,Full-Time,Male," 2,297 "
Health,Health Agency 27,2017,Full-Time,Male," 2,644 "
Health,Health Agency 28,2017,Full-Time,Male," 2,351 "
Health,Health Agency 29,2017,Full-Time,Male, 352 
Health,Health Agency 3,2017,Full-Time,Male," 2,957 "
Health,Health Agency 30,2017,Full-Time,Male, 840 
Health,Health Agency 31,2017,Full-Time,Male," 2,444 "
Health,Health Agency 32,2017,Full-Time,Male," 1,006 "
Health,Health Agency 33,2017,Full-Time,Male," 2,854 "
Health,Health Agency 4,2017,Full-Time,Male, 13 
Health,Health Agency 5,2017,Full-Time,Male, 46 
Health,Health Agency 6,2017,Full-Time,Male," 1,088 "
Health,Health Agency 7,2017,Full-Time,Male, 28 
Health,Health Agency 8,2017,Full-Time,Male, 411 
Health,Health Agency 9,2017,Full-Time,Male, 153 
Industry,Industry Agency 1,2017,Full-Time,Male," 2,084 "
Industry,Industry Agency 2,2017,Full-Time,Male, 506 
Industry,Industry Agency 3,2017,Full-Time,Male, 310 
Industry,Industry Agency 4,2017,Full-Time,Male, 44 
Industry,Industry Agency 5,2017,Full-Time,Male, 371 
Industry,Industry Agency 6,2017,Full-Time,Male, 73 
Industry,Industry Agency 7,2017,Full-Time,Male," 3,105 "
Industry,Industry Agency 8,2017,Full-Time,Male, 581 
Justice,Justice Agency 1,2017,Full-Time,Male, 75 
Justice,Justice Agency 10,2017,Full-Time,Male, 301 
Justice,Justice Agency 11,2017,Full-Time,Male, 655 
Justice,Justice Agency 12,2017,Full-Time,Male, 167 
Justice,Justice Agency 13,2017,Full-Time,Male, 27 
Justice,Justice Agency 14,2017,Full-Time,Male, 93 
Justice,Justice Agency 2,2017,Full-Time,Male, 106 
Justice,Justice Agency 3,2017,Full-Time,Male," 6,807 "
Justice,Justice Agency 4,2017,Full-Time,Male," 3,601 "
Justice,Justice Agency 5,2017,Full-Time,Male, 9 
Justice,Justice Agency 6,2017,Full-Time,Male, 301 
Justice,Justice Agency 7,2017,Full-Time,Male, 101 
Justice,Justice Agency 8,2017,Full-Time,Male, 59 
Justice,Justice Agency 9,2017,Full-Time,Male," 14,659 "
Planning & Environment,Planning & Environment Agency 1,2017,Full-Time,Male, 66 
Planning & Environment,Planning & Environment Agency 2,2017,Full-Time,Male, 621 
Planning & Environment,Planning & Environment Agency 3,2017,Full-Time,Male, 281 
Planning & Environment,Planning & Environment Agency 4,2017,Full-Time,Male, 134 
Planning & Environment,Planning & Environment Agency 5,2017,Full-Time,Male," 2,250 "
Planning & Environment,Planning & Environment Agency 6,2017,Full-Time,Male, 69 
Planning & Environment,Planning & Environment Agency 7,2017,Full-Time,Male, 214 
Planning & Environment,Planning & Environment Agency 8,2017,Full-Time,Male," 1,872 "
Premier & Cabinet,Premier & Cabinet Agency 1,2017,Full-Time,Male, 30 
Premier & Cabinet,Premier & Cabinet Agency 10,2017,Full-Time,Male, 17 
Premier & Cabinet,Premier & Cabinet Agency 11,2017,Full-Time,Male, 38 
Premier & Cabinet,Premier & Cabinet Agency 2,2017,Full-Time,Male, 257 
Premier & Cabinet,Premier & Cabinet Agency 3,2017,Full-Time,Male, 21 
Premier & Cabinet,Premier & Cabinet Agency 4,2017,Full-Time,Male, 71 
Premier & Cabinet,Premier & Cabinet Agency 5,2017,Full-Time,Male, 25 
Premier & Cabinet,Premier & Cabinet Agency 6,2017,Full-Time,Male, 9 
Premier & Cabinet,Premier & Cabinet Agency 7,2017,Full-Time,Male, 50 
Premier & Cabinet,Premier & Cabinet Agency 8,2017,Full-Time,Male, 435 
Premier & Cabinet,Premier & Cabinet Agency 9,2017,Full-Time,Male, 57 
Transport,Transport Agency 1,2017,Full-Time,Male," 1,700 "
Transport,Transport Agency 2,2017,Full-Time,Male, 273 
Transport,Transport Agency 3,2017,Full-Time,Male," 4,114 "
Transport,Transport Agency 4,2017,Full-Time,Male," 4,465 "
Transport,Transport Agency 5,2017,Full-Time,Male," 8,301 "
Transport,Transport Agency 6,2017,Full-Time,Male," 2,010 "
Treasury,Treasury Agency 1,2017,Full-Time,Male, 244 
Treasury,Treasury Agency 2,2017,Full-Time,Male, 19 
Treasury,Treasury Agency 3,2017,Full-Time,Male, 270 
Education,Education Agency 1,2017,Part-Time,Female, 36 
Education,Education Agency 2,2017,Part-Time,Female, 746 
Education,Education Agency 3,2017,Part-Time,Female," 19,415 "
Education,Education Agency 4,2017,Part-Time,Female," 18,944 "
Family & Community Services,Family & Community Services Agency 1,2017,Part-Time,Female," 2,726 "
Family & Community Services,Family & Community Services Agency 2,2017,Part-Time,Female, 6 
Family & Community Services,Family & Community Services Agency 3,2017,Part-Time,Female, 22 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2017,Part-Time,Female, 914 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2017,Part-Time,Female, 490 
Health,Health Agency 1,2017,Part-Time,Female, 22 
Health,Health Agency 10,2017,Part-Time,Female, 10 
Health,Health Agency 11,2017,Part-Time,Female, 28 
Health,Health Agency 12,2017,Part-Time,Female, 6 
Health,Health Agency 13,2017,Part-Time,Female," 1,242 "
Health,Health Agency 14,2017,Part-Time,Female, 6 
Health,Health Agency 15,2017,Part-Time,Female, 8 
Health,Health Agency 16,2017,Part-Time,Female," 1,815 "
Health,Health Agency 17,2017,Part-Time,Female," 5,616 "
Health,Health Agency 18,2017,Part-Time,Female," 2,303 "
Health,Health Agency 19,2017,Part-Time,Female, 351 
Health,Health Agency 2,2017,Part-Time,Female, 409 
Health,Health Agency 20,2017,Part-Time,Female, 6 
Health,Health Agency 21,2017,Part-Time,Female," 1,514 "
Health,Health Agency 22,2017,Part-Time,Female, 38 
Health,Health Agency 23,2017,Part-Time,Female," 1,468 "
Health,Health Agency 24,2017,Part-Time,Female," 1,371 "
Health,Health Agency 25,2017,Part-Time,Female," 2,334 "
Health,Health Agency 26,2017,Part-Time,Female," 2,991 "
Health,Health Agency 27,2017,Part-Time,Female," 2,968 "
Health,Health Agency 28,2017,Part-Time,Female," 2,633 "
Health,Health Agency 29,2017,Part-Time,Female," 1,175 "
Health,Health Agency 3,2017,Part-Time,Female, 151 
Health,Health Agency 30,2017,Part-Time,Female," 1,659 "
Health,Health Agency 31,2017,Part-Time,Female," 2,465 "
Health,Health Agency 32,2017,Part-Time,Female," 1,817 "
Health,Health Agency 33,2017,Part-Time,Female," 2,481 "
Health,Health Agency 4,2017,Part-Time,Female, 5 
Health,Health Agency 5,2017,Part-Time,Female, 39 
